Name,log_lambda,dlog_lambda,delta_tau,omega,D,flux
Horologium 2,-9.934245313917955,0.98,99.26237948407527,12.433979929054322,0.08,0.0
Reticulum 2,-10.766182778462516,0.98,13.958772114948081,88.41941282883074,0.03,0.0
Eridanus 2,-7.077820286367268,0.98,2010.0631845525243,0.6140237002002135,0.36,0.0
Pictoris 1,-9.407639917585394,0.98,187.66793621207975,6.57665054098741,0.11,0.0
Carina,-8.420425287901843,0.48,155.09746794386757,7.957747154594767,0.1,0.0
DDO044,-3.8682427697904807,0.36,34896.930287370196,0.007722893949587803,3.21,0.0
KK70,-3.1182427697904807,0.48,34896.930287370196,0.0009220589930947394,9.29,0.0
KK72,-3.0482427697904804,0.48,34896.930287370196,0.0008285867507907919,9.8,0.0
NGC2784 dw01,-2.6782427697904803,0.98,34896.930287370196,0.0008285867507907919,9.8,0.0
UGC05086,-3.1982427697904807,0.48,34896.930287370196,0.001004639206488419,8.9,0.0
[CKT2009]d0934+70,-3.4982427697904805,0.48,34896.930287370196,0.008725217265245786,3.02,0.0
[CKT2009]d0944+69,-5.238242769790481,0.98,34896.930287370196,0.005396692677540939,3.84,0.0
F8D1,-3.14824276979048,0.48,34896.930287370196,0.005658842421045168,3.75,0.0
FM1,-3.7482427697904805,0.48,34896.930287370196,0.005569375965534817,3.78,0.0
KK77,-3.59824276979048,0.48,34896.930287370196,0.005510905231713828,3.8,0.0
[CKT2009]d0955+70,-4.63824276979048,0.98,34896.930287370196,0.00668577790766206,3.45,0.0
KKSG16,-3.2482427697904805,0.98,34896.930287370196,0.0008457590769045348,9.7,0.0
KKH57,-3.8682427697904807,0.48,34896.930287370196,0.005876171989156107,3.68,0.0
BK5N,-4.06824276979048,0.36,34896.930287370196,0.005812817497877843,3.7,0.0
KDG063,-2.9882427697904808,0.48,34896.930287370196,0.005973163561339665,3.65,0.0
KDG065,-3.2082427697904805,0.48,34896.930287370196,0.0008457590769045348,9.7,0.0
[CKT2009]d1006+67,-4.80824276979048,0.98,34896.930287370196,0.006106266184724463,3.61,0.0
KDG064,-3.7082427697904805,0.36,34896.930287370196,0.005658842421045168,3.75,0.0
Segue 1,-11.66836529657388,0.98,6.203898717754704,198.94367886486916,0.02,0.0
IKN,-3.6282427697904804,0.48,34896.930287370196,0.005658842421045168,3.75,0.0
SexDSph,-8.691940269023192,0.48,125.62894903453277,9.824379203203415,0.09,0.0
DDO078,-3.7482427697904805,0.36,34896.930287370196,0.006571002736982071,3.48,0.0
BK6N,-3.8682427697904807,0.48,34896.930287370196,0.007263302776165577,3.31,0.0
UMa I,-8.620425287901842,0.98,155.09746794386757,7.957747154594767,0.1,0.0
LeG14,-3.5482427697904804,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
KK93,-3.2582427697904803,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
KK96,-3.27824276979048,0.48,34896.930287370196,0.0007357384573404925,10.4,0.0
LSBC D640-08,-3.31824276979048,0.48,34896.930287370196,0.0007357384573404925,10.4,0.0
LeoII,-7.354545270557767,0.48,969.3591746491721,1.2732395447351628,0.25,0.0
LeoV,-8.519880277695231,0.98,502.5157961381308,2.456094800800854,0.18,0.0
LeoIV,-8.692185322589992,0.48,397.049517936301,3.1084949822635806,0.16,0.0
Crater,-7.969527445145294,0.98,448.23168235777746,2.7535457282334828,0.17,0.0
Crater 2,-7.492062795806593,0.98,223.3403538391693,5.5262133018019215,0.12,0.0
BTS116,-3.2982427697904804,0.98,34896.930287370196,0.005074576034712508,3.96,0.0
KK134,-3.1682427697904805,0.48,34896.930287370196,0.0013562276575944288,7.66,0.0
d1219+4705,-3.7882427697904806,0.98,34896.930287370196,0.0013562276575944288,7.66,0.0
[KKH2011]S11,-3.55824276979048,0.48,34896.930287370196,0.0013562276575944288,7.66,0.0
KK136,-3.34824276979048,0.98,34896.930287370196,0.0013562276575944288,7.66,0.0
d1220+4649,-3.80824276979048,0.48,34896.930287370196,0.0013562276575944288,7.66,0.0
BTS132,-3.7082427697904805,0.48,34896.930287370196,0.0013562276575944288,7.66,0.0
ComaI,-10.056305305245917,0.98,24.815594871018813,49.73591971621729,0.04,0.0
KKSG31,-3.2182427697904803,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
N4594-DGSAT-3,-3.7082427697904805,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
Sombrero DwA,-4.118242769790481,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
KKSG32,-3.5382427697904806,0.48,34896.930287370196,0.0008725360768174958,9.55,0.0
KKSG33,-3.5082427697904803,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
Sombrero DwB,-3.9082427697904807,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
KKSG34,-3.2982427697904804,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
NGC4627,-2.0482427697904804,0.36,34896.930287370196,0.0014932908903349162,7.3,0.0
KK166,-3.6982427697904807,0.48,34896.930287370196,0.004129154142306634,4.39,0.0
ESO219-010,-2.15824276979048,0.48,34896.930287370196,0.004323899106500599,4.29,0.0
KDG216,-3.31824276979048,0.98,34896.930287370196,0.002210485320720769,6.0,0.0
CVnII,-8.312185322589993,0.48,397.049517936301,3.1084949822635806,0.16,0.0
[KK2000] 53,-3.6382427697904802,0.98,34896.930287370196,0.009333068064593225,2.92,0.0
KK189,-3.6182427697904807,0.98,34896.930287370196,0.004447432867000187,4.23,0.0
KK197,-2.9882427697904808,0.98,34896.930287370196,0.005396692677540939,3.84,0.0
[KK2000] 55,-3.2882427697904806,0.98,34896.930287370196,0.005368694319173395,3.85,0.0
KK198,-3.22824276979048,0.48,34896.930287370196,0.0033143470031631677,4.9,0.0
AM1320-230,-3.2482427697904805,0.48,34896.930287370196,0.0033143470031631677,4.9,0.0
CVnI,-6.68557992625743,0.98,750.6717448483192,1.6441626352468526,0.22,0.0
NGC5206,-2.1282427697904804,0.98,34896.930287370196,0.007722893949587803,3.21,0.0
KK208,-3.64824276979048,0.48,34896.930287370196,0.0031704045619717724,5.01,0.0
[KK2000] 57,-3.8282427697904806,0.98,34896.930287370196,0.005396692677540939,3.84,0.0
KK213,-3.5782427697904806,0.98,34896.930287370196,0.005598960911984722,3.77,0.0
[KK2000] 58,-3.89824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
KK217,-3.8882427697904802,0.98,34896.930287370196,0.00649612012619981,3.5,0.0
KK218,-3.6982427697904807,0.98,34896.930287370196,0.003260890669653152,4.94,0.0
CenN,-3.7882427697904806,0.98,34896.930287370196,0.005940567913788682,3.66,0.0
BootesIII,-8.792485279229805,0.98,38.774366985966886,31.830988618379067,0.05,0.0
UMin,-8.124122787134556,0.98,55.8350884597923,22.104853207207686,0.06,0.0
Hercules,-7.73824276979048,0.98,348.9693028737021,3.53677651315323,0.15,0.0
Draco,-7.214245313917956,0.98,99.26237948407527,12.433979929054322,0.08,0.0
Sag dSph,-6.82836529657388,0.98,6.203898717754704,198.94367886486916,0.02,0.0
Kim2,-9.380425287901842,0.98,155.09746794386757,7.957747154594767,0.1,0.0
Segue 3,-11.71836529657388,0.98,6.203898717754704,198.94367886486916,0.02,0.0
KK258,-3.4682427697904803,0.36,34896.930287370196,0.015859668276855,2.24,0.0
Tucana 2,-9.724122787134554,0.98,55.8350884597923,22.104853207207686,0.06,0.0
Grus 1,-9.302062795806592,0.98,223.3403538391693,5.5262133018019215,0.12,0.0
Lac I,-4.358798103340259,0.98,8958.429748437791,0.1377726307928457,0.76,0.0
PiscesII,-8.23988027769523,0.36,502.5157961381308,2.456094800800854,0.18,0.0
ApplesI,-4.868242769790481,0.98,34896.930287370196,0.0011495913395945195,8.32,0.0
Cas dSph,-5.052797583134408,0.48,10428.753744545655,0.11834841098445521,0.82,0.0
Phoenix 2,-9.884245313917955,0.98,99.26237948407527,12.433979929054322,0.08,0.0
Peg dSph,-5.352797583134409,0.48,10428.753744545655,0.11834841098445521,0.82,0.0
And XXI,-5.261428385414707,0.98,11471.008729128447,0.10759528332334732,0.86,0.0
PAndAS-01,-5.956236082520881,0.98,9436.129949704902,0.13079794797164312,0.78,0.0
PAndAS-02,-6.246236082520881,0.98,9436.129949704902,0.13079794797164312,0.78,0.0
And XVII,-5.20196184843989,0.36,8493.137344606188,0.14532043744694606,0.74,0.0
NGC0205,-2.5542453139179555,0.48,9926.237948407523,0.12433979929054323,0.8,0.0
MESSIER032,-3.8851711053209597,0.36,9679.632974376776,0.12750756536764565,0.79,0.0
Scl-MM-Dw2,-3.7382427697904808,0.98,34896.930287370196,0.008174871748227695,3.12,0.0
Cetus III,-9.034545270557768,0.98,969.3591746491721,1.2732395447351628,0.25,0.0
UGC01703,-3.56824276979048,0.48,34896.930287370196,0.0042838632191874336,4.31,0.0
Triangulum II,-11.106182778462516,0.98,13.958772114948081,88.41941282883074,0.03,0.0
Perseus I,-4.865171105320959,0.98,9679.632974376776,0.12750756536764565,0.79,0.0
Pictor II,-9.972485279229804,0.98,38.774366985966886,31.830988618379067,0.05,0.0
MADCASH J0742+65dw,-5.25824276979048,0.98,34896.930287370196,0.006924536990275726,3.39,0.0
UMa II,-11.026182778462516,0.48,13.958772114948081,88.41941282883074,0.03,0.0
N2683dw2,-3.9682427697904803,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW3,-2.8682427697904807,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW6,-4.118242769790481,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW13,-3.2382427697904808,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW14,-3.2582427697904803,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW15,-3.26824276979048,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
NGC2784,0.041757230209519935,0.36,34896.930287370196,0.0008252150889737026,9.82,0.00043399588176723123
KSP-DW20,-3.64824276979048,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW21,-4.6682427697904805,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW23,-4.79824276979048,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
d1005+68,-5.198242769790481,0.98,34896.930287370196,0.005023703413168081,3.98,0.0
LeG09,-3.4682427697904803,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG16,-3.6682427697904805,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3377,-0.8082427697904799,0.36,34896.930287370196,0.0007329168359417669,10.42,0.0
Willman1,-10.626305305245918,0.48,24.815594871018813,49.73591971621729,0.04,0.0
LeG26,-2.6682427697904805,0.48,34896.930287370196,0.0007357384573404925,10.4,0.0
KKH65,-3.0782427697904806,0.98,34896.930287370196,0.0007957747154594767,10.0,0.0
LeG27,-2.9582427697904805,0.48,34896.930287370196,0.0007357384573404925,10.4,0.0
LSBC D640-14,-3.2482427697904805,0.48,34896.930287370196,0.0007357384573404925,10.4,0.0
KKH67,-3.4682427697904803,0.98,34896.930287370196,0.0007957747154594767,10.0,0.0
PGC4561602,-3.35824276979048,0.48,34896.930287370196,0.0020371832715762603,6.25,0.0
Virgo I,-10.571940269023191,0.98,125.62894903453277,9.824379203203415,0.09,0.0
PGC4560429,-3.7482427697904805,0.98,34896.930287370196,0.0019611520728776144,6.37,0.0
N4258dwC,-3.9582427697904805,0.98,34896.930287370196,0.0013562276575944288,7.66,0.0
KDG090,-3.77824276979048,0.48,34896.930287370196,0.00896102332619563,2.98,0.0
PGC213976,-3.2082427697904805,0.48,34896.930287370196,0.0013923439913837042,7.56,0.0
PGC1853813,-2.8282427697904806,0.48,34896.930287370196,0.0012310566499892902,8.04,0.0
Hydra II,-8.682538583288169,0.98,262.1147208251363,4.708726126979152,0.13,0.0
PGC40195,-2.9482427697904807,0.48,34896.930287370196,0.00154362302329179,7.18,0.0
N4258dwB,-3.6782427697904803,0.98,34896.930287370196,0.0013562276575944288,7.66,0.0
NGC 4631dw3,-4.26824276979048,0.98,34896.930287370196,0.0014532043744694607,7.4,0.0
BTS151,-3.34824276979048,0.98,34896.930287370196,0.0014932908903349162,7.3,0.0
KK177,-3.76824276979048,0.98,34896.930287370196,0.004110406588117131,4.4,0.0
KK180,-3.7382427697904808,0.98,34896.930287370196,0.004110406588117131,4.4,0.0
CenA-MM-Dw5,-5.58824276979048,0.98,34896.930287370196,0.00680358670581954,3.42,0.0
CenA-MM-Dw4,-4.198242769790481,0.98,34896.930287370196,0.005205190412539666,3.91,0.0
NGC5128,0.7417572302095199,0.36,34896.930287370196,0.005876171989156107,3.68,0.02889488541876799
CenA-MM-Dw6,-4.85824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1326-29,-4.22824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
CenA-MM-Dw7,-4.9982427697904805,0.98,34896.930287370196,0.006924536990275726,3.39,0.0
CenA-MM-Dw2,-5.06824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1330-34,-4.31824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1330-33,-4.9182427697904805,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
CenA-MM-Dw1,-3.1182427697904807,0.98,34896.930287370196,0.006039164867757036,3.63,0.0
CenA-MM-Dw3,-3.2182427697904803,0.98,34896.930287370196,0.0037444521504203187,4.61,0.0
CenA-MM-Dw9,-4.18824276979048,0.98,34896.930287370196,0.005510905231713828,3.8,0.0
CenA-MM-Dw8,-4.62824276979048,0.98,34896.930287370196,0.006608930523959809,3.47,0.0
dw1335-29,-4.31824276979048,0.98,34896.930287370196,0.0031704045619717724,5.01,0.0
dw1336-32,-3.9182427697904805,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1337-26,-4.02824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1340-30,-4.238242769790481,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1341-33,-4.04824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
KK211,-3.34824276979048,0.98,34896.930287370196,0.005876171989156107,3.68,0.0
M101Dw9,-4.948242769790481,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
KK227,-3.2182427697904803,0.98,34896.930287370196,0.0009737630142575243,9.04,0.0
BootesII,-10.936305305245916,0.48,24.815594871018813,49.73591971621729,0.04,0.0
BootesI,-8.640229207873329,0.98,75.99775929249513,16.24030031549952,0.07,0.0
M101Dw10,-5.43824276979048,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-df3,-3.8382427697904804,0.98,34896.930287370196,0.0018719530172839512,6.52,0.0
M101dwD,-4.13824276979048,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-dwA,-4.13824276979048,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw7,-4.97824276979048,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-df2,-4.368242769790481,0.98,34896.930287370196,0.001686074118129531,6.87,0.0
M101dwB,-4.488242769790481,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw11,-4.85824276979048,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw14,-4.89824276979048,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
Pegasus III,-8.535986698434003,0.98,683.979833632456,1.8044778128332806,0.21,0.0
Aquarius 2,-8.927639917585394,0.48,187.66793621207975,6.57665054098741,0.11,0.0
Tucana III,-10.896182778462517,0.98,13.958772114948081,88.41941282883074,0.03,0.0
And XXIX,-5.89377956766093,0.48,8265.144066728702,0.1493290890334916,0.73,0.0
Cetus,-4.63517110532096,0.98,9679.632974376776,0.12750756536764565,0.79,0.0
NGC0404,-0.8082427697904799,0.36,34896.930287370196,0.00896102332619563,2.98,0.0
N2146sat,-3.34824276979048,0.48,34896.930287370196,0.003929751681281367,4.5,0.0
KSP-DW1,-3.2982427697904804,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW17,-2.7082427697904805,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KK73,-1.75824276979048,0.48,34896.930287370196,0.0008285867507907919,9.8,0.0
KK74,-2.56824276979048,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW28,-2.84824276979048,0.48,34896.930287370196,0.0008252150889737026,9.82,0.0
[CKT2009]d0944+71,-4.408242769790481,0.48,34896.930287370196,0.006608930523959809,3.47,0.0
KDG061,-3.52824276979048,0.48,34896.930287370196,0.005940567913788682,3.66,0.0
NGC3115,0.03175723020951993,0.48,34896.930287370196,0.0008492575595283331,9.68,0.0004481062484965004
KKSG18,-1.69824276979048,0.48,34896.930287370196,0.0008457590769045348,9.7,0.0
LeoI,-5.240478591960207,0.98,1048.4588833005446,1.177181531744788,0.26,0.0
[CKT2009]d1009+70,-2.3882427697904802,0.48,34896.930287370196,0.0009824379203203417,9.0,0.0
[CKT2009]d1014+68,-3.93824276979048,0.48,34896.930287370196,0.005396692677540939,3.84,0.0
[CKT2009]d1015+69,-4.46824276979048,0.48,34896.930287370196,0.004803981403204829,4.07,0.0
AGC205445,-2.6182427697904798,0.48,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG17,-2.85824276979048,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG19,-3.18824276979048,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3384,-0.4982427697904801,0.98,34896.930287370196,0.0008967849895414697,9.42,0.0
PGC032348,-2.4682427697904803,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
AGC740112,-3.7982427697904804,0.48,34896.930287370196,0.0016147894811313964,7.02,0.0
AGC205544,-2.9082427697904807,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
AGC202456,-2.5382427697904797,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3521sat,-2.4682427697904803,0.98,34896.930287370196,0.0006950604554629024,10.7,0.0
AGC213436,-2.81824276979048,0.48,34896.930287370196,0.00075009399138418,10.3,0.0
KDG078,-2.7982427697904804,0.98,34896.930287370196,0.0008119321655540013,9.9,0.0
NGC3990,-1.55824276979048,0.98,34896.930287370196,0.00075009399138418,10.3,0.0
KDG098,-2.9282427697904803,0.48,34896.930287370196,0.0009824379203203417,9.0,0.0
PGC4555586,-2.84824276979048,0.48,34896.930287370196,0.0011777320692209325,8.22,0.0
KK132,-3.9982427697904805,0.48,34896.930287370196,0.0013562276575944288,7.66,0.0
KDG101,-2.97824276979048,0.36,34896.930287370196,0.0015015070557969233,7.28,0.0
PGC4323538,-3.2082427697904805,0.98,34896.930287370196,0.0014184907254344943,7.49,0.0
LV J1228+4358,-2.55824276979048,0.98,34896.930287370196,0.004803981403204829,4.07,0.0
dw1240-42,-4.2482427697904805,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
SUCD1,-3.7082427697904805,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
HSC-9,-4.00824276979048,0.98,34896.930287370196,0.0014932908903349162,7.3,0.0
dw1241-32,-4.7082427697904805,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
N4625A,-3.76824276979048,0.98,34896.930287370196,0.0012750756536764568,7.9,0.0
HSC-10,-4.2482427697904805,0.98,34896.930287370196,0.0014932908903349162,7.3,0.0
dw1243-42,-4.42824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
LV J1243+3232,-3.9982427697904805,0.98,34896.930287370196,0.0014932908903349162,7.3,0.0
KK165,-3.6582427697904807,0.98,34896.930287370196,0.00272899422311206,5.4,0.0
dw1251-40,-4.85824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1252-40,-3.72824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1252-43,-4.81824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1255+40,-3.6582427697904807,0.98,34896.930287370196,0.0009737630142575243,9.04,0.0
dw1257-41,-3.97824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1258-37,-4.59824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1301-30,-4.38824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1302-40,-4.51824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
KDG218,-3.64824276979048,0.48,34896.930287370196,0.0031830988618379067,5.0,0.0
dw1306-29,-4.238242769790481,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1308+40,-3.55824276979048,0.98,34896.930287370196,0.0009737630142575243,9.04,0.0
ESO269-066,-2.6682427697904805,0.98,34896.930287370196,0.005658842421045168,3.75,0.0
NGC5011C,-2.4182427697904805,0.48,34896.930287370196,0.005719689751665553,3.73,0.0
LV J1313+1003,-3.6682427697904805,0.48,34896.930287370196,0.002843667352030177,5.29,0.0
dw1314-28,-3.85824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1318-21,-4.04824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1318-44,-5.198242769790481,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1321-27,-4.31824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1322-27,-3.93824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1323-40c,-4.46824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1323-40b,-4.27824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1323-40,-4.12824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1325-33,-4.328242769790481,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1326-37,-4.6682427697904805,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1327+51,-4.10824276979048,0.98,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1328-29,-4.35824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1329-45,-4.71824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1330-38,-4.9582427697904805,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1331-40,-5.33824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1331-37,-5.22824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
UGCA361,-2.9482427697904807,0.48,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1337-44,-4.4582427697904805,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1337-41,-4.62824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1338+50,-4.02824276979048,0.98,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1341-43,-4.22824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1342-43,-4.30824276979048,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1343-34,-4.80824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1355+51,-4.038242769790481,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1357-28,-4.618242769790481,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
UGC08882,-2.9882427697904808,0.36,34896.930287370196,0.0011495913395945195,8.32,0.0
dw1401-32,-4.238242769790481,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1403-33,-4.35824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
M101dwC,-4.52824276979048,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1406-29,-4.238242769790481,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1408+56,-3.72824276979048,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1409-33,-4.22824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
